rank,inep_code,school,state,city,school_type,location,students,ch,cn,lc,mt,rd,average_exam
10197,31342483,EE EUSTAQUIO JOSE DA SILVA,Minas Gerais,Patos de Minas,Estadual,Rural,12,501.11,483.7,509.45,524.27,490,501.71
10198,42041880,EEB DEP NELSON PEDRINI,Santa Catarina,Joaçaba,Estadual,Urbana,12,510.57,444.51,525.38,491.38,536.67,501.7
10199,41025059,ANTONIO FCO LISBOA C E EF M PROFIS,Paraná,Sarandi,Estadual,Urbana,41,499.98,453.26,507.89,501.47,545.85,501.69
10200,32021798,CEEJA DE LINHARES,Espirito Santo,Linhares,Estadual,Urbana,20,482.04,465.71,501.78,493.92,565,501.69
10201,33061939,CE SAO JOAO,Rio de Janeiro,Queimados,Estadual,Urbana,39,505.53,461.2,525.68,498.6,517.44,501.69
10202,35900758,JOAO PALMA GUIAO DOUTOR,São Paulo,Ribeirão Preto,Estadual,Urbana,34,491.06,464.36,513.36,527.87,511.76,501.69
10203,35026797,JOAQUIM ANTONIO PEREIRA,São Paulo,Fernandópolis,Estadual,Urbana,32,498.81,455.39,507.68,491.52,555,501.68
10204,17021146,COLEGIO ESTADUAL TARSO DUTRA,Tocantins,Cariri do Tocantins,Estadual,Urbana,13,488.1,464.05,486.92,463.13,606.15,501.67
10205,35021738,ODILON CORREA PROFESSOR,São Paulo,Rio Claro,Estadual,Urbana,10,505.63,463.9,510.26,528.42,500,501.64
10206,33059241,CE DOUTOR MARIO GUIMARAES,Rio de Janeiro,Nova Iguaçu,Estadual,Urbana,52,490.83,455.05,511.88,489.66,560.77,501.64
10207,35005198,PLINIO NEGRAO,São Paulo,São Paulo,Estadual,Urbana,65,498.64,461.03,515.79,495.77,536.92,501.63
10208,27036987,ESCOLA ESTADUAL PROF JOSE DA SILVEIRA CAMERINO,Alagoas,Maceió,Estadual,Urbana,76,485.59,446.05,508.07,486.83,581.58,501.62
10209,31044270,EE CANDIDO ILHEU,Minas Gerais,Mantena,Estadual,Urbana,13,505.25,441.11,528.02,529.11,504.62,501.62
10210,51052792,EE DOMINGOS APARECIDO DOS SANTOS,Mato Grosso,Rondonópolis,Estadual,Urbana,80,488.37,454.8,504.25,498.93,561.75,501.62
10211,35567656,MARISTA IR RUI LEOPOLDO DEPINE CENTRO EDUCACIONAL,São Paulo,Ribeirão Preto,Privada,Urbana,30,495.37,466.66,520.97,487.08,538,501.62
10212,35014990,IVENS VIEIRA,São Paulo,Angatuba,Estadual,Urbana,66,498.12,464.65,517.12,506.85,521.21,501.59
10213,41101820,PARIGOT DE SOUZA C E EF M,Paraná,Inácio Martins,Estadual,Urbana,40,494.02,454.97,505.38,486.07,567.5,501.59
10214,52098869,COLEGIO ESTADUAL ALFA OMEGA,Goiás,Trindade,Estadual,Urbana,14,494.39,450.68,519.65,464.64,578.57,501.59
10215,35349124,BAIRRO FAZENDA GRANDE,São Paulo,Jundiaí,Estadual,Urbana,21,513.29,448.93,522.93,484.64,538.1,501.58
10216,35034915,OSWALDO FLORENCIO PROFESSOR,São Paulo,Juquiá,Estadual,Urbana,14,489.41,471.59,513.41,476.31,557.14,501.57
10217,29445949,EE - COLEGIO ESTADUAL PROFESSORA MARIA MACEDO VIEIRA DE BRITO,Bahia,Cipó,Estadual,Urbana,31,476.57,441.17,504.62,491.91,593.55,501.56
10218,26012359,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOUTOR WALMY CAMPOS BEZERRA,Pernambuco,São José do Belmonte,Estadual,Urbana,112,480.08,448.69,502.8,494.8,581.43,501.56
10219,35031732,FERNANDO COSTA,São Paulo,Presidente Prudente,Estadual,Urbana,92,491.43,452.08,521.85,500.23,542.17,501.55
10220,11022981,EEEFM PRINCESA ISABEL,Rondônia,São Miguel do Guaporé,Estadual,Urbana,86,486.43,463.13,495.09,493.34,569.77,501.55
10221,41020820,SAO VICENTE DE PAULA C E EF M N PROFIS,Paraná,Nova Esperança,Estadual,Urbana,81,497.7,453.16,512.6,492.67,551.6,501.55
10222,42095760,EEB ALEIXO DELLAGIUSTINA,Santa Catarina,Ituporanga,Estadual,Urbana,22,489.27,447.38,511.8,505.64,553.64,501.54
10223,23156201,EEMTI SAO PEDRO,Ceará,Caririaçu,Estadual,Urbana,146,478.43,443.38,493.78,501.63,590.41,501.52
10224,16009606,ESC EST PROF ANTONIO MESSIAS G DA SILVA,Amapá,Macapá,Estadual,Urbana,103,486.51,456.38,497.64,479.91,587.18,501.52
10225,35579427,PROF DR SEGUNDO CARLOS LOPES,São Paulo,Ibaté,Estadual,Urbana,14,495.94,473.89,500.34,504.58,532.86,501.52
10226,31174718,EE PROFESSORA MARIETA CASTRO,Minas Gerais,Três Pontas,Estadual,Urbana,10,470.07,448.9,502.83,499.77,586,501.51
10227,35021283,BENEDITO DUTRA TEIXEIRA PROFESSOR,São Paulo,Charqueada,Estadual,Urbana,20,500.96,472.3,522.26,507.02,505,501.51
10228,35033832,ANTONIO AUGUSTO NETTO,São Paulo,Marília,Estadual,Urbana,55,490.98,448.62,518.92,503.54,545.45,501.5
10229,17005400,ESC EST MANOEL GOMES DA CUNHA,Tocantins,Araguaína,Estadual,Urbana,12,486.82,441.36,515.72,483.62,580,501.5
10230,35922742,ROBERTO PASCHOALICK PROFESSOR,São Paulo,Sorocaba,Estadual,Urbana,14,503.06,465.56,524.14,486.16,528.57,501.5
10231,26182106,ESCOLA TECNICA ESTADUAL ANTONIO DOURADO CAVALCANTI,Pernambuco,Lajedo,Estadual,Urbana,44,478.9,453.84,508.17,497.47,569.09,501.49
10232,35918829,JOSE MARIA PEREZ FERREIRA PROFESSOR,São Paulo,Carapicuíba,Estadual,Urbana,54,497.31,454.98,518.39,491.96,544.81,501.49
10233,35014285,MARIO CARDOSO FRANCO PROFESSOR,São Paulo,Taubaté,Estadual,Urbana,76,502.06,458.89,519.57,512.44,514.47,501.49
10234,41001745,PARAISO DO NORTE C E EF M PROFIS,Paraná,Paraíso do Norte,Estadual,Urbana,37,481.69,449.57,499.77,503.95,572.43,501.48
10235,50000152,EE MARIA HELENA ALBANEZE,Mato Grosso do Sul,Corumbá,Estadual,Urbana,44,487.79,456.55,511.19,482.32,569.55,501.48
10236,29271967,EE - COLEGIO ESTADUAL ANTONIO CARLOS MAGALHAES,Bahia,Dário Meira,Estadual,Urbana,27,500.56,446.8,483.9,479.07,597.04,501.47
10237,35035233,ANTONIO FIGUEIREDO NAVAS COMENDADOR,São Paulo,Promissão,Estadual,Urbana,59,505.68,464.29,521.65,498.11,517.63,501.47
10238,31172600,EE TARGINO NOGUEIRA,Minas Gerais,Elói Mendes,Estadual,Urbana,35,506.83,471.38,512.65,497.07,519.43,501.47
10239,35907637,MIGUEL MALUHY COMENDADOR,São Paulo,São Paulo,Estadual,Urbana,122,505.06,454.55,525.89,485.95,535.9,501.47
10240,31159310,EE DOM PEDRO II,Minas Gerais,União de Minas,Estadual,Urbana,21,477.44,446.9,501.34,513.06,568.57,501.46
10241,16002393,ESC EST DR ALEXANDRE VAZ TAVARES,Amapá,Macapá,Estadual,Urbana,316,494.15,450.33,511.01,479.74,572.03,501.45
10242,42084431,EEB PRES ARTUR DA COSTA E SILVA,Santa Catarina,Xanxerê,Estadual,Urbana,113,504.36,459.03,513.31,490.89,539.65,501.45
10243,35576487,PROFESSORA NAIR GUILHERMINA PINHEIRO NOGUEIRA NAIRZINHA,São Paulo,Ribeirão Preto,Estadual,Urbana,15,501.88,466.77,506.3,504.27,528,501.45
10244,26076780,ESCOLA DE REFERENCIA EM ENSINO MEDIO FRANCISCO PEREIRA DA COSTA,Pernambuco,Iati,Estadual,Urbana,77,496.25,448.76,495.88,504.46,561.82,501.43
10245,42096804,EEB CACILDA GUIMARAES,Santa Catarina,Vidal Ramos,Estadual,Urbana,21,482.25,455.29,502.68,472.64,594.29,501.43
10246,35043936,MARIO LOPES LEAO DR,São Paulo,São Paulo,Estadual,Urbana,36,518.38,459.65,534.36,495.87,498.89,501.43
10247,31079715,EE PROFESSORA MARIETA AMORIM VIEIRA,Minas Gerais,Buritizeiro,Estadual,Urbana,26,496.05,441.58,515.13,494.35,560,501.42
10248,35003852,CAETANO DE CAMPOS CONSOLACAO,São Paulo,São Paulo,Estadual,Urbana,112,503.64,461.06,525.09,498.01,519.29,501.42
10249,43105785,ESC EST ENS MED ALBERTO TORRES,Rio Grande do Sul,Porto Alegre,Estadual,Urbana,41,508.23,456.2,522.16,486.33,534.15,501.41
10250,31001716,EE DOUTOR PAULO DINIZ CHAGAS,Minas Gerais,Belo Horizonte,Estadual,Urbana,28,487.48,470.86,515.78,498.66,534.29,501.41
10251,31081949,EE LUIZ BALBINO,Minas Gerais,Pirapora,Estadual,Urbana,24,503.5,448.45,522.25,496.18,536.67,501.41
10252,42091861,EEB JULIUS KARSTEN,Santa Catarina,Jaraguá do Sul,Estadual,Urbana,84,500.65,462.73,514.37,509.07,520.24,501.41
10253,35023930,ALCIDES CORREA PROFESSOR,São Paulo,Ribeirão Preto,Estadual,Urbana,45,495.96,471.14,516.11,500.64,523.11,501.39
10254,35286217,FRANCISCA HELENA FURIA II PROFESSORA,São Paulo,Santo André,Estadual,Urbana,12,492.39,457.32,521.94,513.65,521.67,501.39
10255,53012194,CEM 111 DO RECANTO DAS EMAS,Distrito Federal,Brasília,Estadual,Urbana,181,472.32,450.6,513.32,471.05,599.67,501.39
10256,26054060,ESCOLA DOM VITAL - CARUARU,Pernambuco,Caruaru,Estadual,Urbana,32,486.29,459.47,517.58,489.86,553.75,501.39
10257,31075337,EE ANA MENDES PEREIRA DUTRA,Minas Gerais,Manhuaçu,Estadual,Urbana,13,506.43,463.38,522.05,470.46,544.62,501.39
10258,32022212,EEEFM POLIVALENTE DE LINHARES I,Espirito Santo,Linhares,Estadual,Urbana,72,489,456.36,506.78,498.96,555.83,501.39
10259,28007867,COLEGIO ESTADUAL MARCOLINO CRUZ SANTOS,Sergipe,Macambira,Estadual,Urbana,53,469.58,439.7,482.4,480.91,634.34,501.39
10260,35047016,ALCHESTE DE GODOY ANDIA PROFA,São Paulo,Santa Bárbara D`Oeste,Estadual,Urbana,16,515.25,450.54,513.69,497.44,530,501.39
10261,35013699,JOAQUIM FRANCO DE ALMEIDA CORONEL,São Paulo,Jambeiro,Estadual,Urbana,15,507.85,463.4,515.37,520.23,500,501.37
10262,31014681,EE SAO JOSE,Minas Gerais,Alto Rio Doce,Estadual,Urbana,30,474.3,458.34,502.75,557.45,514,501.37
10263,11032359,EEEFM MONTEIRO LOBATO,Rondônia,São Felipe D`Oeste,Estadual,Urbana,11,475.32,449.94,494.55,481.57,605.45,501.37
10264,31106101,EE CORONEL NICOLAU SAMPAIO,Minas Gerais,Diogo de Vasconcelos,Estadual,Urbana,12,485.65,431.62,500.7,517.19,571.67,501.36
10265,31124982,EE PROFESSOR MENDONCA,Minas Gerais,Senador José Bento,Estadual,Urbana,13,493.75,468.16,490.75,524.92,529.23,501.36
10266,42001757,EEB PROF ANIBAL NUNES PIRES,Santa Catarina,Florianópolis,Estadual,Urbana,29,495.5,462.02,513.47,494.38,541.38,501.35
10267,28000951,COLEGIO ESTADUAL MANOEL ALCINO DO NASCIMENTO,Sergipe,Gracho Cardoso,Estadual,Urbana,27,480.29,450.41,497.46,506.7,571.85,501.34
10268,35002069,ARACY LEME DA VEIGA RAVACHE PROFESSORA,São Paulo,São Paulo,Estadual,Urbana,36,498.91,444.88,513.75,479.69,569.44,501.34
10269,43054005,ESC EST ENS MED PROFESSOR AMERICO BRAGA,Rio Grande do Sul,Eldorado do Sul,Estadual,Urbana,35,515.05,480.31,525.17,495.3,490.86,501.34
10270,35905008,LIONS CLUBE CENTRO,São Paulo,Praia Grande,Estadual,Urbana,24,494.08,455.24,523.82,495.2,538.33,501.33
10271,35000711,NARBAL FONTES PROFESSORA,São Paulo,São Paulo,Estadual,Urbana,30,502.7,454.12,526.23,480.91,542.67,501.32
10272,35000224,CANDIDO GONCALVES GOMIDE PROFESSOR,São Paulo,São Paulo,Estadual,Urbana,71,508.03,455.19,522.61,485.27,535.49,501.32
10273,26065401,ESCOLA ANA FAUSTINA,Pernambuco,Surubim,Estadual,Urbana,68,483.37,444.67,489.05,510.39,579.12,501.32
10274,35923941,PARQUE PIRATININGA II,São Paulo,Itaquaquecetuba,Estadual,Urbana,26,486.83,466.41,519.23,493.25,540.77,501.3
10275,28026853,COLEGIO ESTADUAL GILBERTO FREYRE,Sergipe,Nossa Senhora do Socorro,Estadual,Urbana,71,473.86,444.28,494.39,466.9,627.04,501.29
10276,22137947,CETI DEPUTADA FRANCISCA TRINDADE,Piauí,Buriti dos Lopes,Estadual,Urbana,48,499.29,466.5,510.91,453.88,575.83,501.28
10277,41108701,CARLOS C E D EF M N PROFIS,Paraná,Palmas,Estadual,Urbana,11,508.02,463.85,525.35,456.47,552.73,501.28
10278,52052311,COLEGIO ESTADUAL FRUTO DA TERRA,Goiás,Chapadão do Céu,Estadual,Urbana,46,486.17,462.94,506.83,509.17,541.3,501.28
10279,33045577,CE PROFESSOR WALDEMAR RAYTHE,Rio de Janeiro,Seropédica,Estadual,Rural,30,509.65,469.94,513.97,484.15,528.67,501.28
10280,53068068,CED DONA AMERICA GUIMARAES,Distrito Federal,Brasília,Estadual,Urbana,141,482.08,450.56,509.47,486.76,577.45,501.26
10281,21126607,CENTRO DE ENSINO ESTADO DO MARANHAO,Maranhão,Tuntum,Estadual,Urbana,48,483.98,454.83,497.42,502.96,567.08,501.26
10282,29094194,EE - COLEGIO ESTADUAL ERNESTO CARNEIRO RIBEIRO,Bahia,Feira de Santana,Estadual,Urbana,68,492.06,455.3,503.68,493.47,561.76,501.25
10283,50006126,CEEP PROF¬ MARIA DE LOURDES WIDAL ROMA,Mato Grosso do Sul,Campo Grande,Estadual,Urbana,70,496.37,465.95,500.29,498.12,545.43,501.23
10284,33132879,CE DOM HELDER CAMARA,Rio de Janeiro,Rio de Janeiro,Estadual,Urbana,94,503.15,467.23,526.26,489.94,519.57,501.23
10285,31056693,EE PROFESSOR FIGUEIREDO BRANDAO,Minas Gerais,Sapucaí Mirim,Estadual,Urbana,25,487.58,458.34,510.66,545.55,504,501.23
10286,11007893,EEEFM RICARDO CANTANHEDE,Rondônia,Ariquemes,Estadual,Urbana,143,481.55,452.4,498.9,501.37,571.89,501.22
10287,33050813,CE MONTEIRO LOBATO,Rio de Janeiro,Duque de Caxias,Estadual,Urbana,18,490.47,458.76,525.58,483.47,547.78,501.21
10288,33054339,CE FRANCISCO JOSE DO NASCIMENTO,Rio de Janeiro,Maricá,Estadual,Urbana,10,494.76,458.03,509.13,484.14,560,501.21
10289,31034363,EE DOMINGOS JUSTINO RIBEIRO,Minas Gerais,Mateus Leme,Estadual,Urbana,32,499.53,467.88,523.82,507.29,507.5,501.2
10290,35001132,PEDRO ALEXANDRINO,São Paulo,São Paulo,Estadual,Urbana,40,501.41,447.23,521.36,489.97,546,501.19
10291,52057259,COLEGIO ESTADUAL DESOR HAMILTON BARROS VELASCO,Goiás,Palminópolis,Estadual,Urbana,27,497.46,453.83,511.06,506.54,537.04,501.19
10292,43029213,ESC EST ENS MED CORONEL CIRO CARVALHO DE ABREU,Rio Grande do Sul,Cachoeira do Sul,Estadual,Urbana,15,504.8,445.56,499.76,491.75,564,501.17
10293,17021685,CENTRO DE ENSINO MEDIO BOM JESUS,Tocantins,Gurupi,Estadual,Urbana,54,485.1,449.71,499.95,484.75,586.3,501.16
10294,29038820,EE - COLEGIO ESTADUAL PROFESSORA ODONTINA LARANJEIRA DE SOUZA,Bahia,Ibotirama,Estadual,Urbana,52,473.51,462.55,496.65,494.23,578.85,501.16
10295,41383338,CENTRO EST EDUC PROFIS NOROESTE,Paraná,Diamante do Norte,Estadual,Rural,35,487.89,516.69,494.92,499.41,506.86,501.15
10296,32034857,CEEMTI PROFESSORA MARIA PENEDO,Espirito Santo,Cariacica,Estadual,Urbana,19,512.74,466.54,523.02,498.21,505.26,501.15
10297,31342653,EE JOAO AUGUSTO DA SILVA BARRETO,Minas Gerais,Santa BÁrbara do Monte Verde,Estadual,Urbana,15,519.95,480.39,530.99,490.43,484,501.15
10298,35017735,NARCISO PIERONI,São Paulo,Socorro,Estadual,Urbana,24,505.76,480.45,509.02,521.36,489.17,501.15
10299,33439222,CE COMPOSITOR LUIZ CARLOS DA VILA,Rio de Janeiro,Rio de Janeiro,Estadual,Urbana,32,497.33,480.84,511.59,499.73,516.25,501.15
10300,41028902,MANUEL BANDEIRA C E EF EM,Paraná,Cambé,Estadual,Urbana,10,520.05,464.29,511.97,503.42,506,501.15
10301,31175102,EE PROFESSORA ARACY MIRANDA,Minas Gerais,Varginha,Estadual,Urbana,52,501.37,456.05,519.68,499.01,529.62,501.15
10302,41018206,CARNEIRO C E GAL EF M PROFIS,Paraná,Roncador,Estadual,Urbana,16,504.39,438.56,511.99,530.74,520,501.14
10303,33051380,CE VISCONDE DE ITABORAI,Rio de Janeiro,Itaboraí,Estadual,Urbana,104,490.05,456.05,517.3,491.85,550.38,501.13
10304,35013754,MARIA LUIZA DE GUIMARAES MEDEIROS PROFESSORA,São Paulo,São José dos Campos,Estadual,Urbana,18,507.55,472.07,514.34,499.44,512.22,501.13
10305,52033686,COLEGIO GONCALVES LEDO,Goiás,Goiânia,Privada,Urbana,34,490.12,448.39,515.39,508.76,542.94,501.12
10306,29187419,EE - COLEGIO ESTADUAL PROFESSORA ELISABETH CHAVES VELOSO,Bahia,Salvador,Estadual,Urbana,65,504.84,457.51,512.02,482.93,548.31,501.12
10307,31172804,EE NOSSA SENHORA APARECIDA,Minas Gerais,Ilicínea,Estadual,Urbana,103,468.15,462.91,491.72,514.06,568.74,501.12
10308,35912347,ROSARIA ISOLINA DE MORAES DONA,São Paulo,Itaquaquecetuba,Estadual,Urbana,20,500.08,460.82,512.45,515.22,517,501.11
10309,42095972,EEB DR FREDERICO ROLLA,Santa Catarina,Atalanta,Estadual,Urbana,10,499.45,438.81,511.01,518.3,538,501.11
10310,53008456,CED 01 DO GUARA,Distrito Federal,Brasília,Estadual,Urbana,101,494.8,459.16,517,496.4,538.22,501.11
10311,23074159,EEEP MARWIN,Ceará,Fortaleza,Estadual,Urbana,134,488.09,443.05,513.79,494.33,566.27,501.1
10312,43107079,ESC EST ENS MED PROFESSOR ALCIDES CUNHA,Rio Grande do Sul,Porto Alegre,Estadual,Urbana,27,526.88,452.01,534.91,488.76,502.96,501.1
10313,41028066,JOAO PLATH C E EF M N,Paraná,Mauá da Serra,Estadual,Urbana,28,511.92,450.22,506.61,471.76,565,501.1
10314,24026557,ESCOLA ESTADUAL PROFESSOR FRANCISCO VERAS,Rio Grande do Norte,Angicos,Estadual,Urbana,79,473.96,447.84,493.74,481.86,608.1,501.1
10315,29470501,EE - COLEGIO ESTADUAL MIGUEL MOREIRA DE CARVALHO - DIST RODA VELHA,Bahia,São Desidério,Estadual,Rural,33,487.69,462.14,501.92,493.12,560.61,501.1
10316,42021081,EEB OLAVO BILAC,Santa Catarina,Joinville,Estadual,Urbana,46,500.43,466.28,528.36,521.29,489.13,501.1
10317,41136241,ROSILDA DE S OLIVEIRA C E PROFA EF M,Paraná,Piraquara,Estadual,Urbana,39,496.82,455.69,518.39,489.96,544.62,501.09
10318,22038299,U E TERTULIANO BRANDAO FILHO,Piauí,Pedro Ii,Estadual,Urbana,23,478.78,453.96,493.72,504.23,574.78,501.09
10319,31342718,EE SEBASTIAO PECANHA DE OLIVEIRA,Minas Gerais,Capelinha,Estadual,Urbana,11,520.46,468.63,505.15,511.23,500,501.09
10320,29260256,EE - COLEGIO ESTADUAL FREI PEDRO TOMAS MARGALLO,Bahia,Ituaçu,Estadual,Urbana,61,489.33,455.25,509.04,490.17,561.64,501.08
10321,35903772,NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA,São Paulo,Americana,Estadual,Urbana,21,475.91,476.6,518.9,502.56,531.43,501.08
10322,35006142,MILTON CERNACH PROFESSOR,São Paulo,Guarulhos,Estadual,Urbana,28,504.91,449.88,519.03,489.44,542.14,501.08
10323,31079685,EE PROFESSORA DIVA MEDEIROS,Minas Gerais,Japonvar,Estadual,Urbana,33,493.71,437.76,503.51,493.42,576.97,501.07
10324,35035956,NUCLEO HABITACIONAL JOSE PAULINO NOGUEIRA,São Paulo,Paulínia,Estadual,Urbana,72,480.67,463.16,507.02,511.43,543.06,501.07
10325,43175309,ALBERT COLEGIO,Rio Grande do Sul,Pelotas,Privada,Urbana,33,491.93,467.15,519.28,513.03,513.94,501.06
10326,35009799,CAIO PRADO JUNIOR DEPUTADO,São Paulo,Barueri,Estadual,Urbana,22,490.73,451.75,528.22,501.89,532.73,501.06
10327,41372301,ANIBAL KHURY C E EF M,Paraná,Iretama,Estadual,Urbana,45,509.35,478.43,511.06,508.26,498.22,501.06
10328,41088280,RENASCENCA PE J J VICENTE C E DE EF M,Paraná,Renascença,Estadual,Urbana,35,488.21,476.24,511.33,511.23,518.29,501.06
10329,31042820,EE AGRIPINO VILAS NOVAS,Minas Gerais,Fernandes Tourinho,Estadual,Urbana,20,493.55,467.91,504.21,542.64,497,501.06
10330,35000620,ANTONIO EMILIO SOUZA PENNA PROFESSOR,São Paulo,São Paulo,Estadual,Urbana,45,502.2,451.86,523.31,497.22,530.67,501.05
10331,50015249,EE CEL FELIPE DE BRUM,Mato Grosso do Sul,Amambai,Estadual,Urbana,25,495.05,470.5,510.69,507.37,521.6,501.04
10332,43129072,ESC EST ENS MED NOSSA SENHORA DO PERPETUO SOCORRO,Rio Grande do Sul,Vitória das Missões,Estadual,Urbana,10,484.6,481.72,484.45,492.41,562,501.04
10333,21164940,CENTRO DE ENSINO ARISTIDES LOBAO,Maranhão,Barão de Grajaú,Estadual,Urbana,43,488.58,440.04,504.81,457.78,613.95,501.03
10334,35900072,IRENE DIAS RIBEIRO PROFESSORA,São Paulo,Ribeirão Preto,Estadual,Urbana,35,494.26,464.94,523.92,516.28,505.71,501.02
10335,35007134,ODILA LEITE DOS SANTOS PROFESSORA,São Paulo,Itaquaquecetuba,Estadual,Urbana,29,502,432.32,515.6,500.69,554.48,501.02
10336,28020766,COLEGIO ESTADUAL JOAO BATISTA NASCIMENTO,Sergipe,Nossa Senhora do Socorro,Estadual,Urbana,35,492.07,450.04,513.75,485.22,564,501.02
10337,42023122,EEB ALFREDO DALFOVO,Santa Catarina,Rio do Sul,Estadual,Urbana,27,501.26,455.33,518.19,499.17,531.11,501.01
10338,52019250,COLEGIO ESTADUAL PEDRO ALVES DE MOURA,Goiás,Rubiataba,Estadual,Urbana,40,487.08,444.82,507.16,486,580,501.01
10339,41135334,JOAQUIM DE O FRANCO C E EF M,Paraná,Mandirituba,Estadual,Urbana,27,506.7,454.59,503.2,507.94,532.59,501.01
10340,35900679,SUELY MACHADO DA SILVA PROFA,São Paulo,Franca,Estadual,Urbana,31,502.98,470.54,531.8,503.56,496.13,501
10341,31023957,EE ARTUR TIBAES,Minas Gerais,Diamantina,Estadual,Urbana,14,462.49,460.46,505.93,523.09,552.86,500.96
10342,35923382,ANTONIO SALES OLIVEIRA PROFESSOR,São Paulo,Birigui,Estadual,Urbana,18,498.31,444.48,519.37,511.51,531.11,500.96
10343,31096750,EE PREFEITO JAYME TOLEDO,Minas Gerais,Caiana,Estadual,Urbana,19,487.11,448.17,506.91,502.57,560,500.95
10344,35918581,DOLORES ANTUNES DA SILVA,São Paulo,Salto,Estadual,Urbana,30,495.47,449.13,521.36,506.1,532.67,500.94
10345,31002585,EE MENDES PIMENTEL,Minas Gerais,Belo Horizonte,Estadual,Urbana,45,503.7,461.19,516.11,531.27,492.44,500.94
10346,52047210,COLEGIO ESTADUAL PROFESSOR ANTONIO VALDIR RORIZ,Goiás,Luziânia,Estadual,Urbana,90,496.79,456.72,518.05,498.93,534.22,500.94
10347,42088623,EEB JULIA BALEOLI ZANIOLO,Santa Catarina,Canoinhas,Estadual,Urbana,26,496.2,469.16,498.17,502.71,538.46,500.94
10348,35011034,TELMO COELHO FILHO MAJOR,São Paulo,Osasco,Estadual,Urbana,105,500.43,451.52,519.99,497.69,535.05,500.94
10349,35916559,JOVIANO SATLER DE LIMA PROFESSOR,São Paulo,Suzano,Estadual,Urbana,20,505.02,447.13,523.4,477.13,552,500.94
10350,35014217,BERNARDINO QUERIDO PROFESSOR,São Paulo,Taubaté,Estadual,Urbana,39,499.5,459.57,516.29,499.06,530.26,500.94
10351,22136525,UNID ESC ANTONIO PEREIRA DE ARAUJO,Piauí,São Luis do Piauí,Estadual,Urbana,20,474.19,447.6,493.85,497.92,591,500.91
10352,35031896,FILOMENA SCATENA CHRISTOFANO,São Paulo,Alfredo Marcondes,Estadual,Urbana,13,478.52,447.05,495.8,526.23,556.92,500.9
10353,35038738,FRANCISCO MATARAZZO SOBRINHO,São Paulo,Osasco,Estadual,Urbana,27,509.07,456.54,525.56,503.69,509.63,500.9
10354,43167411,ESC EST ENS MED PROF TOLENTINO MAIA,Rio Grande do Sul,Viamão,Estadual,Urbana,43,511.14,453.52,521.65,505.11,513.02,500.89
10355,43186017,ESC EST ENS MED ZUMBI DOS PALMARES,Rio Grande do Sul,Pontão,Estadual,Urbana,12,525.58,429.21,514.47,483.52,551.67,500.89
10356,31055000,EE MARQUES DE SAPUCAI,Minas Gerais,Delfim Moreira,Estadual,Urbana,32,472.5,451.5,488.93,508.36,583.13,500.88
10357,31146099,EE INDUSTRIAL SAO JOSE,Minas Gerais,Araçuaí,Estadual,Urbana,70,481.18,443.23,505.71,500.56,573.71,500.88
10358,28018400,COLEGIO ESTADUAL PROFESSOR GONCALO ROLLEMBERG LEITE,Sergipe,Aracaju,Estadual,Urbana,120,491.66,459.99,508.36,478.7,565.67,500.88
10359,22123458,ESCOLA FAMILIA AGRICOLA SANTA ANGELA,Piauí,Pedro Ii,Estadual,Urbana,36,490.45,451.21,481.92,496.35,584.44,500.87
10360,35007171,GIOVANNI BATTISTA RAFFO PROFESSOR DOUTOR,São Paulo,Suzano,Estadual,Urbana,28,494.28,468.21,519.28,497.59,525,500.87
10361,42043689,EEB PROF EUGENIO MARCHETTI,Santa Catarina,Herval D`Oeste,Estadual,Urbana,35,485,456.14,517.22,505.91,540,500.85
10362,43038417,ESC EST ED BAS SANTA RITA,Rio Grande do Sul,Nova Santa Rita,Estadual,Urbana,42,498.34,457.17,522.02,506.25,520.48,500.85
10363,52054063,COLEGIO ESTADUAL JOSE DUTRA DE OLIVEIRA,Goiás,Perolândia,Estadual,Urbana,10,468.65,489.73,501.31,502.57,542,500.85
10364,43165249,ESC EST ENS MED ADELINA ISABELA KONZEN,Rio Grande do Sul,Venâncio Aires,Estadual,Rural,11,494.54,451.05,510.81,516.93,530.91,500.85
10365,29024641,EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO SERTAO DO SAO FRANCISCO,Bahia,Juazeiro,Estadual,Urbana,96,491.24,464.25,511.91,482.83,553.96,500.84
10366,35010157,OREDO RODRIGUES DA CRUZ,São Paulo,Juquitiba,Estadual,Urbana,68,494.95,450.42,512.85,494.11,551.76,500.82
10367,31043257,EE PROFESSOR NELSON DE SENA,Minas Gerais,Governador Valadares,Estadual,Urbana,84,490.93,452.58,509.16,503.55,547.86,500.82
10368,35461313,BERNADETE APARECIDA PEREIRA GODOI PROFA,São Paulo,São Paulo,Estadual,Urbana,35,514.41,453.84,506.33,495.23,534.29,500.82
10369,41007549,ANA NERI C E EF M,Paraná,Perobal,Estadual,Urbana,11,486.82,441.28,503.29,487.22,585.45,500.81
